 100.52500000000001 , 0.13638938956358046 , 0.4714496046221891 , 0.10000000000000001 , 35.0 
 107.07799999999999 , 0.13653573600257773 , 0.48754833963328909 , 0.21801739250172694 , 37.0 
 115.88500000000001 , 0.13653951964883032 , 0.46528853512194479 , 0.62383203189715342 , 39.0 
 127.90100000000001 , 0.13658472823285944 , 0.4621680082046894 , 0.86400228396133727 , 38.0 
 133.94999999999999 , 0.13677674109711813 , 0.4672332045297144 , 1.2151794600552688 , 36.0 
 150.78799999999998 , 0.13649808796422708 , 0.45837317841127267 , 0.10000834435141998 , 34.0 
 157.85499999999999 , 0.13689152529755855 , 0.56912440738393832 , 0.10047050846170427 , 33.0 
 189.803 , 0.13522235340049382 , 0.3912266341832713 , 0.13777977055668955 , 18.0 
 198.30799999999999 , 0.13658435490477086 , 0.44882776449215722 , 0.10554198194982606 , 40.0 
 329.14699999999999 , 0.13504656152168373 , 0.10000000000000001 , 0.10000000000000001 , 12.0 
